Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100027090,"29,270.10",GVMS contractor resource costs,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100027094,"28,378.36",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100027111,"187,373.54",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100027115,"64,370.06",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027118,"58,756.20",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,Physical Data Transf,Risk & Intelligence,BUTTERFLY PROJECTS LTD,5100027121,"39,035.00",Physical Data Transf,CF83 3GG,,,,
HMRC,HMRC,04/08/2023,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100027122,"2,085,341.43",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,04/08/2023,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100027124,"115,944.30",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,04/08/2023,Project support,Strat Planning Customer & Infrastructure,Gleeds Building Surveying Ltd,5100027137,"50,937.00",Inland Border Facility - Build Costs,W1W 6XF,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,SPECIALIST COMPUTER CTR,5100027140,"838,235.76",PROJECT Mandays Supp,B11 2LE,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100027141,"381,098.42",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,Occupational Health,HR,Duradiamond Healthcare LTD,5100027142,"143,428.00",Occupational Health Services,TN22 1QL,,,,
HMRC,HMRC,04/08/2023,OHS,HR,Duradiamond Healthcare LTD,5100027143,"198,756.45",Occupational Health Services,TN22 1QL,,,,
HMRC,HMRC,04/08/2023,Cons COS 52 (Ir VAT),CDIO - Core,North Highland UK Limited,5100027144,"345,875.26",Cons COS 52 (Ir VAT),EC1N 2TD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100027148,"47,353.00",IT Contractors,AL1 5HE,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,Amazon Web Services UK,5100027297,"141,748.01",PROJECT Mandays Supp,EC2A 2FA,,,,
HMRC,HMRC,04/08/2023,Soft Licen Integral,CDIO - Core,RELX (UK) LTD T/A LEXISNEXIS,5100027298,"63,224.57",Soft Licen Integral,SM2 5AS,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,SAP (UK) LTD,5100027307,"419,938.00","SAP Days April - July 23
",TW14 8HD,,,,
HMRC,HMRC,04/08/2023,Legal Solicitors fee,HR,GOVERNMENT LEGAL DEPARTMENT,5100027313,"130,376.29",Legal Solicitors fee,SW1H 9GL,,,,
HMRC,HMRC,04/08/2023,Counsel Fee VAT Irre,Solicitor's Office & Legal Services,DAVID EWART KC,5100027332,"44,250.00",Counsel Fees,WC1R 4EF,,,,
HMRC,HMRC,04/08/2023,Soft FM Services,Estates,SODEXO LTD,5100027352,"24,100.65",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,04/08/2023,Soft FM Services,Estates,SODEXO LTD,5100027352,"148,046.85",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027362,"38,337.32",Enhancement of existing CDCS,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027374,"24,796.13",ETMP Enhancements,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027377,"31,006.29",eSSTTP - ETMP PAYE Payment lock fix,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027380,"24,070.61",eSSTTP - Adept Delivery,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027382,"66,984.50",eSSTTP - July - Sep Discovery Activities,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027384,"61,718.83",eSSTTP - April - June Payments Discovery,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays HMRC,Transformation DG & Programme Office,CAPGEMINI,5100027386,"148,427.08",Debt Trn Discovery,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027387,"126,844.00",CAPG resource July - Sep,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays HMRC,Transformation DG & Programme Office,CAPGEMINI,5100027391,"36,169.62",3 Months Design Work,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,Operational Excellence & Output Mgmt,CAPGEMINI,5100027410,"23,556.07",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100027412,"31,537.58",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,04/08/2023,Cons ad imp (Ir VAT),Finance Planning & Performance,ALEXANDER MANN SOLUTIONS LTD,5100027415,"69,240.00",Recruitment services,EC2N 3AQ,,,,
HMRC,HMRC,04/08/2023,Soft FM Services,Estates,SODEXO LTD,5100027416,"33,612.61",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,07/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1700011247,"-26,593.56",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,07/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1700011249,"-260,195.39",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,07/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1700011252,"-38,329.99",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,07/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1900254357,"28,821.02",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,07/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1900254362,"335,077.09",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,07/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1900254390,"44,400.94",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,07/08/2023,Projects,Programme and Operational Delivery,SODEXO LTD,1900254420,"549,237.84",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,07/08/2023,Projects,Programme and Operational Delivery,SODEXO LTD,1900254421,"1,670,855.32",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,07/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900254500,"38,751.22",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,07/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900254501,"151,140.03",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,07/08/2023,Project support,CDIO Transformation Programmes,ACCENTURE (UK) LTD,5100027422,"40,320.00",Project support,EC3M 3BD,,,,
HMRC,HMRC,07/08/2023,Desktop Managed Serv,CDIO - Core,BRITISH TELECOMMUNICATIONS PLC,5100027423,"1,037,130.04",Desktop Managed Serv,E1 8EE,,,,
HMRC,HMRC,07/08/2023,VOA,Wealthy & Mid-sized Business Compliance,VALUATION OFFICE AGENCY,5100027427,"600,000.00",Monthly payment to Valuation Office for Inheritance Tax and Capital Gains Tax Searches ,W1D 5BU,,,,
HMRC,HMRC,07/08/2023,Contact Platform Ser,CDIO - Core,CAPGEMINI,5100027428,"587,500.57",Contact Platform Ser,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,Risk & Intelligence,CAPGEMINI,5100027432,"144,277.93",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,Risk & Intelligence,CAPGEMINI,5100027433,"51,681.22",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Facilities Mngmnt,Estates,BELLROCK PROPERTY & FACILITIES,5100027436,"69,778.50",Facilities Mngmnt,LE1 6LP,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100027438,"69,350.93",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100027441,"53,204.42",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,GovDept Serv(VAT Ex),Benefits & Credits Delivery,NATIONAL SAVINGS & INVESTMENTS,5100027445,"470,282.50",GovDept Serv(VAT Ex),SW1V 2QX,,,,
HMRC,HMRC,07/08/2023,GovDept Serv(VAT Ex),CSG Transformation,NATIONAL SAVINGS & INVESTMENTS,5100027447,"2,485,362.67",GovDept Serv(VAT Ex),SW1V 2QX,,,,
HMRC,HMRC,07/08/2023,Facilities Mngmnt,Estates,Wates Property Services Ltd,5100027461,"31,601.53",Facilities Mngmnt,EN1 3XA,,,,
HMRC,HMRC,07/08/2023,Facilities Mngmnt,Estates,Wates Property Services Ltd,5100027461,"194,123.65",Facilities Mngmnt,EN1 3XA,,,,
HMRC,HMRC,07/08/2023,Contin Labor Build,Transformation Making Tax Digital,COMMUNISIS UK LTD,5100027479,"37,262.98",Tax research,LS15 8AH,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,CDIO - Core,NETBUILDER LTD,5100027485,"44,235.00",PROJECT Mandays Supp,WN3 5BA,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,Transformation HMRC Change Portfolio,CGI IT UK LTD,5100027491,"24,403.50",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays HMRC,Operational Excellence & Output Mgmt,CAPGEMINI,5100027495,"50,448.14",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100027500,"105,321.05",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Contact Platform Ser,CDIO - Core,CAPGEMINI,5100027509,"58,093.91",Contact Platform Ser,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100027510,"24,107.28",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100027518,"145,327.81",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Consultancy - Techni,Surge & ODP,Connect Internet Solutions Ltd,5100027519,"42,905.00",Consultancy - Techni,L2 6SG,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100027523,"24,082.57",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,WAN maint or supp,CDIO - Core,NOMINET UK,5100027532,"25,418.59",WAN maint or supp,OX4 4DQ,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays HMRC,CSG Transformation,CAPGEMINI,5100027620,"25,462.96",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Prop. Man. (Ir VAT),Estates,Workman Holding Account,5100027627,"2,535.53",Landlord Service Charge,EC2V 6EE,,,,
HMRC,HMRC,07/08/2023,Prop. Man. (Ir VAT),Estates,Workman Holding Account,5100027627,"29,158.57",Landlord Service Charge,EC2V 6EE,,,,
HMRC,HMRC,07/08/2023,Govt bank service,Government Banking and Payments,BARCLAYS BANK PLC T/A BARCLAYCARD,5100027632,"2,584.86",Banking finance and payments,E14 5HP,,,,
HMRC,HMRC,07/08/2023,GBS Operational bank,Government Banking and Payments,BARCLAYS BANK PLC T/A BARCLAYCARD,5100027632,"1,241,327.47",Banking finance and payments,E14 5HP,,,,
HMRC,HMRC,07/08/2023,Physical Hosting,CDIO - Core,Crown Hosting Data Centres Ltd,5100027635,"58,385.20",Physical Hosting,SN13 9GB,,,,
HMRC,HMRC,07/08/2023,Physical Hosting,CDIO - Core,Crown Hosting Data Centres Ltd,5100027637,"88,745.50",Physical Hosting,SN13 9GB,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ATOS IT SERVICES UK LTD,5100027641,"60,667.17",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,07/08/2023,SW Lic Sup Off shlf,Large Business Service,IBISWORLD LTD,5100027643,"239,940.00",SW Lic Sup Off shlf,SW1P 1RT,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027646,"366,350.79",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Soft FM Services,Estates,SODEXO LTD,5100027651,"8,818.01",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,07/08/2023,Soft FM Services,Estates,SODEXO LTD,5100027651,"54,167.74",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100027667,"47,867.48",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Contact Platform Ser,CDIO - Core,CAPGEMINI,5100027668,"119,330.16",Contact Platform Ser,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Sys Software Maint,CDIO Transformation Programmes,CAPGEMINI,5100027671,632,Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Sys Software Maint,CDIO Transformation Programmes,CAPGEMINI,5100027671,632,Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Sys Software Maint,CDIO Transformation Programmes,CAPGEMINI,5100027671,"57,000.00",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100027677,"79,071.63",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Contin Labor Build,CDIO Transformation Programmes,BUTTERFLY PROJECTS LTD,5100027682,"28,484.00",Contin Labor Build,CF83 3GG,,,,
HMRC,HMRC,07/08/2023,Contin Labor Build,CDIO Transformation Programmes,BUTTERFLY PROJECTS LTD,5100027684,"37,436.50",Contin Labor Build,CF83 3GG,,,,
HMRC,HMRC,07/08/2023,Contingnt Labr-Other,Transformation DG & Programme Office,CAPGEMINI,5100027685,"165,310.37",Contingnt Labr-Other,TF3 3BD,,,,
HMRC,HMRC,07/08/2023,Contin Labor Build,CDIO Transformation Programmes,Amazon Web Services UK,5100027686,"52,175.79",Contin Labor Build,EC2A 2FA,,,,
HMRC,HMRC,08/08/2023,System Maintenance,CDIO - Core,CAPGEMINI,1900254513,"38,122.54",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,System Maintenance,CDIO - Core,CAPGEMINI,1900254514,"104,691.76",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,System Maintenance,CDIO - Core,CAPGEMINI,1900254515,"26,642.97",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,System Maintenance,CDIO - Core,CAPGEMINI,1900254516,"706,048.04",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,System Maintenance,CDIO - Core,CAPGEMINI,1900254517,"283,189.49",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,Virtual Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900254520,"133,405.46",Virtual Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,08/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900254522,"197,673.05",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,08/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900254538,"627,950.08",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,08/08/2023,Virtual Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900254540,"785,587.38",Virtual Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,08/08/2023,Management of Agreement & Admin Costs,CDIO - Core,FUJITSU SERVICES LTD,1900261483,"562,936.27",Management of Agreement & Admin Costs,WA3 6GD,,,,
HMRC,HMRC,08/08/2023,Contact Platform Ser,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100027016,"141,195.82",Contact Platform Ser,D02 F721,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,SPECIALIST COMPUTER CTR,5100027696,"145,245.55",PROJECT Mandays Supp,B11 2LE,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,FUJITSU SERVICES LTD,5100027698,"43,138.19",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CFO Shared Services,CGI IT UK LTD,5100027699,"48,807.00",Strategic Consultancy Services,CF31 9AP,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CGI IT UK LTD,5100027711,"45,479.25",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100027721,"101,455.23",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,Consultancy � IT,Compliance Operations Directorate,Coforge,5100027735,"89,189.00",Consultancy � IT,EC3R 7QQ,,,,
HMRC,HMRC,08/08/2023,Consultancy � IT,CDIO - Core,Coforge,5100027736,"73,067.00",Consultancy � IT,EC3R 7QQ,,,,
HMRC,HMRC,08/08/2023,Consultancy � IT,CDIO - Core,Coforge,5100027739,"34,650.00",Consultancy � IT,EC3R 7QQ,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100027757,"45,703.00",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ATOS IT SERVICES UK LTD,5100027759,"21,082.59",Project Development Mandays for Event Reporting,WC1V 6EA,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027760,"94,726.86",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,FUJITSU SERVICES LTD,5100027761,"28,671.56",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100027762,"30,409.56",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100027767,"172,484.36",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,Soft FM Services,Estates,SODEXO LTD,5100027776,"10,525.73",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,08/08/2023,Soft FM Services,Estates,SODEXO LTD,5100027776,"64,658.07",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,08/08/2023,Soft FM Services,Estates,SODEXO LTD,5100027780,"62,267.11",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,08/08/2023,Soft FM Services,Estates,SODEXO LTD,5100027780,"382,497.95",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100027787,"23,430.95",Project Development Mandays for Pension scheme Report,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays HMRC,Compliance Operations Directorate,CAPGEMINI,5100027792,"48,325.87",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100027793,"34,822.32",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,Contin Labor Build,CDIO - Core,CAPGEMINI,5100027797,"41,885.10",Contin Labor Build,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO - Core,ACCENTURE (UK) LTD,5100027876,"28,046.00",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100027877,"58,405.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,08/08/2023,Projects VAT irrec,Customs Policy and Strategy,ENGINE PARTNERS UK LLP,5100027960,"214,318.00",Projects VAT irrec,W1W 7RT,,,,
HMRC,HMRC,08/08/2023,Consultancy � IT,Transformation DG & Programme Office,Coforge,5100027968,"82,480.00",Consultancy � IT,EC3R 7QQ,,,,
HMRC,HMRC,08/08/2023,Soft Licen Integral,CDIO - Core,CAPGEMINI,5100027969,"29,359.85",Soft Licen Integral,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO - Core,TECKNUOVO LTD,5100027989,"254,824.00",PROJECT Mandays Supp,N1 7GU,,,,
HMRC,HMRC,08/08/2023,Contin Labor Build,B&T Border Change Delivery,TECKNUOVO LTD,5100027991,"62,594.41",Contin Labor Build,N1 7GU,,,,
HMRC,HMRC,08/08/2023,Contin Labor Build,Programme and Operational Delivery,TECKNUOVO LTD,5100027991,"109,540.23",IT Contractors,N1 7GU,,,,
HMRC,HMRC,08/08/2023,Contin Labor Build,Programme and Operational Delivery,TECKNUOVO LTD,5100027991,"109,540.23",IT Contractors,N1 7GU,,,,
HMRC,HMRC,08/08/2023,Contin Labor Build,Programme and Operational Delivery,TECKNUOVO LTD,5100027991,"109,540.23",IT Contractors,N1 7GU,,,,
HMRC,HMRC,08/08/2023,SW Lic Sup mngd Serv,CDIO Transformation Programmes,BOXXE LTD,5100027994,"26,631.18",SW Lic Sup mngd Serv,YO31 7RE,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100027995,"158,338.50",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100027998,"538,842.90",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028008,"99,354.23",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,08/08/2023,SW Lic Sup mngd Serv,CDIO - Core,COMPUTACENTER (UK) LTD,5100028015,"113,717.33",SW Lic Sup mngd Serv,AL10 9TW,,,,
HMRC,HMRC,09/08/2023,Virtual Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900261494,"90,899.73",Virtual Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,I.T.-Hardware Maintenance,CDIO - Core,FUJITSU SERVICES LTD,1900261496,"1,413,029.58",I.T.-Hardware Maintenance,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900261498,"97,489.79",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900261499,"847,256.10",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,System Maintenance,CDIO - Core,FUJITSU SERVICES LTD,1900261501,"188,128.33",System Maintenance,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900261503,"355,540.83",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,IT Software Licenses and Support,CDIO - Core,FUJITSU SERVICES LTD,1900261504,"292,946.53",IT Software Licenses and Support,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,IT Software Licenses and Support,CDIO - Core,FUJITSU SERVICES LTD,1900261505,"433,734.38",IT Software Licenses and Support,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900261535,"147,113.85",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900261542,"272,576.10",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,Virtual Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900261545,"79,992.23",Virtual Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,System Maintenance,CDIO - Core,CAPGEMINI,1900261557,"890,866.68",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,Contact Platform Ser,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100027700,"271,866.65",Contact Platform Ser,D02 F721,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,FUJITSU SERVICES LTD,5100028019,"62,070.15",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,Coforge,5100028024,"29,795.00",PROJECT Mandays Supp,EC3R 7QQ,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028025,"50,103.00",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100028028,"31,253.70",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,FIS Spec. IT Equip,Fraud Investigation Service,INSIGHT DIRECT (UK) LTD,5100028032,"57,337.50",FIS Spec. IT Equip,S9 2BU,,,,
HMRC,HMRC,09/08/2023,Contin Labor Build,CDIO - Core,ATELIER7 Ltd,5100028035,"50,000.00",Contin Labor Build,SE1 8DJ,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100028038,"29,660.27",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028048,"1,016.00",Project Discovery,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028048,"206,876.24",PROJECT Mandays HMRC,TF3 3BD,,,,
